Year,Month_Id,Month,Continent,Region,Country,Tourist_Arrivals
2021,1,January,Americas,North America,Canada,17
2021,1,January,Americas,North America,Mexico,0
2021,1,January,Americas,North America,United States,10
2021,1,January,Americas,Caribbean & Central America,Costa Rica,0
2021,1,January,Americas,Caribbean & Central America,Jamaica,0
2021,1,January,Americas,Caribbean & Central America,Others,0
2021,1,January,Americas,South America,Argentina,0
2021,1,January,Americas,South America,Brazil,0
2021,1,January,Americas,South America,Chile,0
2021,1,January,Americas,South America,Colombia,0
2021,1,January,Americas,South America,Others,0
2021,1,January,Africa,North Africa,Morocco,0
2021,1,January,Africa,North Africa,Sudan,0
2021,1,January,Africa,North Africa,Others,0
2021,1,January,Africa,Sub-Saharan Africa,Kenya,0
2021,1,January,Africa,Sub-Saharan Africa,Mauritius,0
2021,1,January,Africa,Sub-Saharan Africa,Nigeria,0
2021,1,January,Africa,Sub-Saharan Africa,South Africa,0
2021,1,January,Africa,Sub-Saharan Africa,Others,0
2021,1,January,Asia & Pacific,North East Asia,China,27
2021,1,January,Asia & Pacific,North East Asia,Japan,1
2021,1,January,Asia & Pacific,North East Asia,South Korea,0
2021,1,January,Asia & Pacific,North East Asia,Taiwan,0
2021,1,January,Asia & Pacific,North East Asia,Others,0
2021,1,January,Asia & Pacific,South East Asia,Cambodia,0
2021,1,January,Asia & Pacific,South East Asia,Indonesia,3
2021,1,January,Asia & Pacific,South East Asia,Malaysia,1
2021,1,January,Asia & Pacific,South East Asia,Myanmar,1
2021,1,January,Asia & Pacific,South East Asia,Philippines,6
2021,1,January,Asia & Pacific,South East Asia,Singapore,1
2021,1,January,Asia & Pacific,South East Asia,Thailand,0
2021,1,January,Asia & Pacific,South East Asia,Vietnam,0
2021,1,January,Asia & Pacific,South East Asia,Others,0
2021,1,January,Asia & Pacific,Oceania,Australia,3
2021,1,January,Asia & Pacific,Oceania,New Zealand,3
2021,1,January,Asia & Pacific,Oceania,Others,0
2021,1,January,Asia & Pacific,South Asia,Afghanistan,0
2021,1,January,Asia & Pacific,South Asia,Bangladesh,0
2021,1,January,Asia & Pacific,South Asia,Bhutan,0
2021,1,January,Asia & Pacific,South Asia,India,17
2021,1,January,Asia & Pacific,South Asia,Iran,0
2021,1,January,Asia & Pacific,South Asia,Maldives,17
2021,1,January,Asia & Pacific,South Asia,Nepal,0
2021,1,January,Asia & Pacific,South Asia,Pakistan,0
2021,1,January,Europe,Northern Europe,Denmark,0
2021,1,January,Europe,Northern Europe,Finland,0
2021,1,January,Europe,Northern Europe,Norway,0
2021,1,January,Europe,Northern Europe,Sweden,0
2021,1,January,Europe,Northern Europe,United Kingdom,3
2021,1,January,Europe,Northern Europe,Others,0
2021,1,January,Europe,Western Europe,Austria,5
2021,1,January,Europe,Western Europe,Belgium,0
2021,1,January,Europe,Western Europe,France,4
2021,1,January,Europe,Western Europe,Germany,19
2021,1,January,Europe,Western Europe,Netherlands,18
2021,1,January,Europe,Western Europe,Switzerland,3
2021,1,January,Europe,Western Europe,Others,0
2021,1,January,Europe,Central / Eastern Europe,Belarus,0
2021,1,January,Europe,Central / Eastern Europe,Czech Republic,0
2021,1,January,Europe,Central / Eastern Europe,Estonia,0
2021,1,January,Europe,Central / Eastern Europe,Hungary,0
2021,1,January,Europe,Central / Eastern Europe,Kazakhstan,1
2021,1,January,Europe,Central / Eastern Europe,Lithuania,0
2021,1,January,Europe,Central / Eastern Europe,Poland,0
2021,1,January,Europe,Central / Eastern Europe,Romania,0
2021,1,January,Europe,Central / Eastern Europe,Russian Federation,20
2021,1,January,Europe,Central / Eastern Europe,Slovakia,0
2021,1,January,Europe,Central / Eastern Europe,Ukraine,1460
2021,1,January,Europe,Central / Eastern Europe,Others,39
2021,1,January,Europe,Southern / Mediterranean Europe,Greece,0
2021,1,January,Europe,Southern / Mediterranean Europe,Italy,2
2021,1,January,Europe,Southern / Mediterranean Europe,Portugal,0
2021,1,January,Europe,Southern / Mediterranean Europe,Spain,0
2021,1,January,Europe,Southern / Mediterranean Europe,Turkey,1
2021,1,January,Europe,Southern / Mediterranean Europe,Israel,0
2021,1,January,Europe,Southern / Mediterranean Europe,Others,0
2021,1,January,Middle East,Middle East,Bahrain,0
2021,1,January,Middle East,Middle East,Egypt,0
2021,1,January,Middle East,Middle East,Iraq,0
2021,1,January,Middle East,Middle East,Jordan,0
2021,1,January,Middle East,Middle East,Kuwait,0
2021,1,January,Middle East,Middle East,Lebanon,0
2021,1,January,Middle East,Middle East,Oman,0
2021,1,January,Middle East,Middle East,Qatar,0
2021,1,January,Middle East,Middle East,Saudi Arabia,0
2021,1,January,Middle East,Middle East,United Arab Emirates,0
2021,1,January,Middle East,Middle East,Others,0
2020,1,January,Americas,North America,Canada,"5,510"
2020,1,January,Americas,North America,Mexico,138
2020,1,January,Americas,North America,United States,"7,494"
2020,1,January,Americas,Caribbean & Central America,Costa Rica,9
2020,1,January,Americas,Caribbean & Central America,Jamaica,7
2020,1,January,Americas,Caribbean & Central America,Others,64
2020,1,January,Americas,South America,Argentina,224
2020,1,January,Americas,South America,Brazil,467
2020,1,January,Americas,South America,Chile,128
2020,1,January,Americas,South America,Colombia,88
2020,1,January,Americas,South America,Others,95
2020,1,January,Africa,North Africa,Morocco,125
2020,1,January,Africa,North Africa,Sudan,67
2020,1,January,Africa,North Africa,Others,114
2020,1,January,Africa,Sub-Saharan Africa,Kenya,45
2020,1,January,Africa,Sub-Saharan Africa,Mauritius,107
2020,1,January,Africa,Sub-Saharan Africa,Nigeria,12
2020,1,January,Africa,Sub-Saharan Africa,South Africa,686
2020,1,January,Africa,Sub-Saharan Africa,Others,141
2020,1,January,Asia & Pacific,North East Asia,China,"22,363"
2020,1,January,Asia & Pacific,North East Asia,Japan,"2,917"
2020,1,January,Asia & Pacific,North East Asia,South Korea,"1,577"
2020,1,January,Asia & Pacific,North East Asia,Taiwan,"1,296"
2020,1,January,Asia & Pacific,North East Asia,Others,28
2020,1,January,Asia & Pacific,South East Asia,Cambodia,146
2020,1,January,Asia & Pacific,South East Asia,Indonesia,401
2020,1,January,Asia & Pacific,South East Asia,Malaysia,"1,399"
2020,1,January,Asia & Pacific,South East Asia,Myanmar,190
2020,1,January,Asia & Pacific,South East Asia,Philippines,"1,199"
2020,1,January,Asia & Pacific,South East Asia,Singapore,"1,214"
2020,1,January,Asia & Pacific,South East Asia,Thailand,736
2020,1,January,Asia & Pacific,South East Asia,Vietnam,287
2020,1,January,Asia & Pacific,South East Asia,Others,12
2020,1,January,Asia & Pacific,Oceania,Australia,"8,115"
2020,1,January,Asia & Pacific,Oceania,New Zealand,"1,035"
2020,1,January,Asia & Pacific,Oceania,Others,42
2020,1,January,Asia & Pacific,South Asia,Afghanistan,65
2020,1,January,Asia & Pacific,South Asia,Bangladesh,"1,014"
2020,1,January,Asia & Pacific,South Asia,Bhutan,137
2020,1,January,Asia & Pacific,South Asia,India,"41,448"
2020,1,January,Asia & Pacific,South Asia,Iran,330
2020,1,January,Asia & Pacific,South Asia,Maldives,"4,264"
2020,1,January,Asia & Pacific,South Asia,Nepal,589
2020,1,January,Asia & Pacific,South Asia,Pakistan,"1,397"
2020,1,January,Europe,Northern Europe,Denmark,"2,176"
2020,1,January,Europe,Northern Europe,Finland,986
2020,1,January,Europe,Northern Europe,Norway,"1,379"
2020,1,January,Europe,Northern Europe,Sweden,"3,099"
2020,1,January,Europe,Northern Europe,United Kingdom,"21,138"
2020,1,January,Europe,Northern Europe,Others,996
2020,1,January,Europe,Western Europe,Austria,"1,674"
2020,1,January,Europe,Western Europe,Belgium,"1,243"
2020,1,January,Europe,Western Europe,France,"9,352"
2020,1,January,Europe,Western Europe,Germany,"11,494"
2020,1,January,Europe,Western Europe,Netherlands,"3,538"
2020,1,January,Europe,Western Europe,Switzerland,"2,508"
2020,1,January,Europe,Western Europe,Others,61
2020,1,January,Europe,Central / Eastern Europe,Belarus,"1,099"
2020,1,January,Europe,Central / Eastern Europe,Czech Republic,"2,673"
2020,1,January,Europe,Central / Eastern Europe,Estonia,394
2020,1,January,Europe,Central / Eastern Europe,Hungary,758
2020,1,January,Europe,Central / Eastern Europe,Kazakhstan,"1,182"
2020,1,January,Europe,Central / Eastern Europe,Lithuania,514
2020,1,January,Europe,Central / Eastern Europe,Poland,"5,577"
2020,1,January,Europe,Central / Eastern Europe,Romania,785
2020,1,January,Europe,Central / Eastern Europe,Russian Federation,"19,616"
2020,1,January,Europe,Central / Eastern Europe,Slovakia,539
2020,1,January,Europe,Central / Eastern Europe,Ukraine,"8,549"
2020,1,January,Europe,Central / Eastern Europe,Others,"1,197"
2020,1,January,Europe,Southern / Mediterranean Europe,Greece,598
2020,1,January,Europe,Southern / Mediterranean Europe,Italy,"4,454"
2020,1,January,Europe,Southern / Mediterranean Europe,Portugal,568
2020,1,January,Europe,Southern / Mediterranean Europe,Spain,"1,509"
2020,1,January,Europe,Southern / Mediterranean Europe,Turkey,"1,145"
2020,1,January,Europe,Southern / Mediterranean Europe,Israel,"1,688"
2020,1,January,Europe,Southern / Mediterranean Europe,Others,"1,112"
2020,1,January,Middle East,Middle East,Bahrain,404
2020,1,January,Middle East,Middle East,Egypt,404
2020,1,January,Middle East,Middle East,Iraq,71
2020,1,January,Middle East,Middle East,Jordan,361
2020,1,January,Middle East,Middle East,Kuwait,465
2020,1,January,Middle East,Middle East,Lebanon,212
2020,1,January,Middle East,Middle East,Oman,768
2020,1,January,Middle East,Middle East,Qatar,69
2020,1,January,Middle East,Middle East,Saudi Arabia,"3,914"
2020,1,January,Middle East,Middle East,United Arab Emirates,199
2020,1,January,Middle East,Middle East,Others,244
2021,2,February,Americas,North America,Canada,71
2021,2,February,Americas,North America,Mexico,3
2021,2,February,Americas,North America,United States,75
2021,2,February,Americas,Caribbean & Central America,Costa Rica,0
2021,2,February,Americas,Caribbean & Central America,Jamaica,0
2021,2,February,Americas,Caribbean & Central America,Others,4
2021,2,February,Americas,South America,Argentina,0
2021,2,February,Americas,South America,Brazil,3
2021,2,February,Americas,South America,Chile,1
2021,2,February,Americas,South America,Colombia,2
2021,2,February,Americas,South America,Others,0
2021,2,February,Africa,North Africa,Morocco,1
2021,2,February,Africa,North Africa,Sudan,1
2021,2,February,Africa,North Africa,Others,0
2021,2,February,Africa,Sub-Saharan Africa,Kenya,0
2021,2,February,Africa,Sub-Saharan Africa,Mauritius,1
2021,2,February,Africa,Sub-Saharan Africa,Nigeria,0
2021,2,February,Africa,Sub-Saharan Africa,South Africa,1
2021,2,February,Africa,Sub-Saharan Africa,Others,2
2021,2,February,Asia & Pacific,North East Asia,China,117
2021,2,February,Asia & Pacific,North East Asia,Japan,9
2021,2,February,Asia & Pacific,North East Asia,South Korea,5
2021,2,February,Asia & Pacific,North East Asia,Taiwan,0
2021,2,February,Asia & Pacific,North East Asia,Others,0
2021,2,February,Asia & Pacific,South East Asia,Cambodia,0
2021,2,February,Asia & Pacific,South East Asia,Indonesia,5
2021,2,February,Asia & Pacific,South East Asia,Malaysia,3
2021,2,February,Asia & Pacific,South East Asia,Myanmar,4
2021,2,February,Asia & Pacific,South East Asia,Philippines,15
2021,2,February,Asia & Pacific,South East Asia,Singapore,0
2021,2,February,Asia & Pacific,South East Asia,Thailand,2
2021,2,February,Asia & Pacific,South East Asia,Vietnam,0
2021,2,February,Asia & Pacific,South East Asia,Others,0
2021,2,February,Asia & Pacific,Oceania,Australia,24
2021,2,February,Asia & Pacific,Oceania,New Zealand,5
2021,2,February,Asia & Pacific,Oceania,Others,0
2021,2,February,Asia & Pacific,South Asia,Afghanistan,0
2021,2,February,Asia & Pacific,South Asia,Bangladesh,6
2021,2,February,Asia & Pacific,South Asia,Bhutan,0
2021,2,February,Asia & Pacific,South Asia,India,79
2021,2,February,Asia & Pacific,South Asia,Iran,0
2021,2,February,Asia & Pacific,South Asia,Maldives,13
2021,2,February,Asia & Pacific,South Asia,Nepal,1
2021,2,February,Asia & Pacific,South Asia,Pakistan,13
2021,2,February,Europe,Northern Europe,Denmark,11
2021,2,February,Europe,Northern Europe,Finland,2
2021,2,February,Europe,Northern Europe,Norway,14
2021,2,February,Europe,Northern Europe,Sweden,9
2021,2,February,Europe,Northern Europe,United Kingdom,79
2021,2,February,Europe,Northern Europe,Others,18
2021,2,February,Europe,Western Europe,Austria,19
2021,2,February,Europe,Western Europe,Belgium,7
2021,2,February,Europe,Western Europe,France,40
2021,2,February,Europe,Western Europe,Germany,245
2021,2,February,Europe,Western Europe,Netherlands,21
2021,2,February,Europe,Western Europe,Switzerland,33
2021,2,February,Europe,Western Europe,Others,2
2021,2,February,Europe,Central / Eastern Europe,Belarus,44
2021,2,February,Europe,Central / Eastern Europe,Czech Republic,17
2021,2,February,Europe,Central / Eastern Europe,Estonia,3
2021,2,February,Europe,Central / Eastern Europe,Hungary,6
2021,2,February,Europe,Central / Eastern Europe,Kazakhstan,"1,231"
2021,2,February,Europe,Central / Eastern Europe,Lithuania,5
2021,2,February,Europe,Central / Eastern Europe,Poland,11
2021,2,February,Europe,Central / Eastern Europe,Romania,2
2021,2,February,Europe,Central / Eastern Europe,Russian Federation,119
2021,2,February,Europe,Central / Eastern Europe,Slovakia,14
2021,2,February,Europe,Central / Eastern Europe,Ukraine,845
2021,2,February,Europe,Central / Eastern Europe,Others,30
2021,2,February,Europe,Southern / Mediterranean Europe,Greece,1
2021,2,February,Europe,Southern / Mediterranean Europe,Italy,23
2021,2,February,Europe,Southern / Mediterranean Europe,Portugal,4
2021,2,February,Europe,Southern / Mediterranean Europe,Spain,18
2021,2,February,Europe,Southern / Mediterranean Europe,Turkey,3
2021,2,February,Europe,Southern / Mediterranean Europe,Israel,1
2021,2,February,Europe,Southern / Mediterranean Europe,Others,9
2021,2,February,Middle East,Middle East,Bahrain,0
2021,2,February,Middle East,Middle East,Egypt,3
2021,2,February,Middle East,Middle East,Iraq,0
2021,2,February,Middle East,Middle East,Jordan,4
2021,2,February,Middle East,Middle East,Kuwait,0
2021,2,February,Middle East,Middle East,Lebanon,6
2021,2,February,Middle East,Middle East,Oman,0
2021,2,February,Middle East,Middle East,Qatar,1
2021,2,February,Middle East,Middle East,Saudi Arabia,0
2021,2,February,Middle East,Middle East,United Arab Emirates,0
2021,2,February,Middle East,Middle East,Others,0
2020,2,February,Americas,North America,Canada,"5,482"
2020,2,February,Americas,North America,Mexico,181
2020,2,February,Americas,North America,United States,"7,803"
2020,2,February,Americas,Caribbean & Central America,Costa Rica,24
2020,2,February,Americas,Caribbean & Central America,Jamaica,18
2020,2,February,Americas,Caribbean & Central America,Others,82
2020,2,February,Americas,South America,Argentina,140
2020,2,February,Americas,South America,Brazil,337
2020,2,February,Americas,South America,Chile,337
2020,2,February,Americas,South America,Colombia,72
2020,2,February,Americas,South America,Others,90
2020,2,February,Africa,North Africa,Morocco,136
2020,2,February,Africa,North Africa,Sudan,40
2020,2,February,Africa,North Africa,Others,87
2020,2,February,Africa,Sub-Saharan Africa,Kenya,50
2020,2,February,Africa,Sub-Saharan Africa,Mauritius,44
2020,2,February,Africa,Sub-Saharan Africa,Nigeria,13
2020,2,February,Africa,Sub-Saharan Africa,South Africa,544
2020,2,February,Africa,Sub-Saharan Africa,Others,296
2020,2,February,Asia & Pacific,North East Asia,China,"2,096"
2020,2,February,Asia & Pacific,North East Asia,Japan,"3,015"
2020,2,February,Asia & Pacific,North East Asia,South Korea,835
2020,2,February,Asia & Pacific,North East Asia,Taiwan,580
2020,2,February,Asia & Pacific,North East Asia,Others,13
2020,2,February,Asia & Pacific,South East Asia,Cambodia,152
2020,2,February,Asia & Pacific,South East Asia,Indonesia,515
2020,2,February,Asia & Pacific,South East Asia,Malaysia,"1,400"
2020,2,February,Asia & Pacific,South East Asia,Myanmar,214
2020,2,February,Asia & Pacific,South East Asia,Philippines,"1,890"
2020,2,February,Asia & Pacific,South East Asia,Singapore,878
2020,2,February,Asia & Pacific,South East Asia,Thailand,927
2020,2,February,Asia & Pacific,South East Asia,Vietnam,325
2020,2,February,Asia & Pacific,South East Asia,Others,14
2020,2,February,Asia & Pacific,Oceania,Australia,"9,578"
2020,2,February,Asia & Pacific,Oceania,New Zealand,987
2020,2,February,Asia & Pacific,Oceania,Others,54
2020,2,February,Asia & Pacific,South Asia,Afghanistan,64
2020,2,February,Asia & Pacific,South Asia,Bangladesh,760
2020,2,February,Asia & Pacific,South Asia,Bhutan,69
2020,2,February,Asia & Pacific,South Asia,India,"35,309"
2020,2,February,Asia & Pacific,South Asia,Iran,293
2020,2,February,Asia & Pacific,South Asia,Maldives,"2,960"
2020,2,February,Asia & Pacific,South Asia,Nepal,560
2020,2,February,Asia & Pacific,South Asia,Pakistan,"1,166"
2020,2,February,Europe,Northern Europe,Denmark,"2,223"
2020,2,February,Europe,Northern Europe,Finland,"1,037"
2020,2,February,Europe,Northern Europe,Norway,"1,304"
2020,2,February,Europe,Northern Europe,Sweden,"3,239"
2020,2,February,Europe,Northern Europe,United Kingdom,"26,348"
2020,2,February,Europe,Northern Europe,Others,"1,122"
2020,2,February,Europe,Western Europe,Austria,"2,024"
2020,2,February,Europe,Western Europe,Belgium,"1,500"
2020,2,February,Europe,Western Europe,France,"11,430"
2020,2,February,Europe,Western Europe,Germany,"16,405"
2020,2,February,Europe,Western Europe,Netherlands,"3,763"
2020,2,February,Europe,Western Europe,Switzerland,"2,924"
2020,2,February,Europe,Western Europe,Others,78
2020,2,February,Europe,Central / Eastern Europe,Belarus,"1,101"
2020,2,February,Europe,Central / Eastern Europe,Czech Republic,"3,646"
2020,2,February,Europe,Central / Eastern Europe,Estonia,651
2020,2,February,Europe,Central / Eastern Europe,Hungary,655
2020,2,February,Europe,Central / Eastern Europe,Kazakhstan,673
2020,2,February,Europe,Central / Eastern Europe,Lithuania,397
2020,2,February,Europe,Central / Eastern Europe,Poland,"4,693"
2020,2,February,Europe,Central / Eastern Europe,Romania,693
2020,2,February,Europe,Central / Eastern Europe,Russian Federation,"20,948"
2020,2,February,Europe,Central / Eastern Europe,Slovakia,730
2020,2,February,Europe,Central / Eastern Europe,Ukraine,"6,072"
2020,2,February,Europe,Central / Eastern Europe,Others,"1,061"
2020,2,February,Europe,Southern / Mediterranean Europe,Greece,618
2020,2,February,Europe,Southern / Mediterranean Europe,Italy,"3,743"
2020,2,February,Europe,Southern / Mediterranean Europe,Portugal,850
2020,2,February,Europe,Southern / Mediterranean Europe,Spain,"1,380"
2020,2,February,Europe,Southern / Mediterranean Europe,Turkey,813
2020,2,February,Europe,Southern / Mediterranean Europe,Israel,"1,539"
2020,2,February,Europe,Southern / Mediterranean Europe,Others,"1,138"
2020,2,February,Middle East,Middle East,Bahrain,131
2020,2,February,Middle East,Middle East,Egypt,400
2020,2,February,Middle East,Middle East,Iraq,52
2020,2,February,Middle East,Middle East,Jordan,206
2020,2,February,Middle East,Middle East,Kuwait,326
2020,2,February,Middle East,Middle East,Lebanon,223
2020,2,February,Middle East,Middle East,Oman,229
2020,2,February,Middle East,Middle East,Qatar,53
2020,2,February,Middle East,Middle East,Saudi Arabia,662
2020,2,February,Middle East,Middle East,United Arab Emirates,123
2020,2,February,Middle East,Middle East,Others,94
2021,3,March,Americas,North America,Canada,120
2021,3,March,Americas,North America,Mexico,2
2021,3,March,Americas,North America,United States,182
2021,3,March,Americas,Caribbean & Central America,Costa Rica,0
2021,3,March,Americas,Caribbean & Central America,Jamaica,1
2021,3,March,Americas,Caribbean & Central America,Others,2
2021,3,March,Americas,South America,Argentina,0
2021,3,March,Americas,South America,Brazil,3
2021,3,March,Americas,South America,Chile,0
2021,3,March,Americas,South America,Colombia,3
2021,3,March,Americas,South America,Others,3
2021,3,March,Africa,North Africa,Morocco,0
2021,3,March,Africa,North Africa,Sudan,0
2021,3,March,Africa,North Africa,Others,0
2021,3,March,Africa,Sub-Saharan Africa,Kenya,1
2021,3,March,Africa,Sub-Saharan Africa,Mauritius,2
2021,3,March,Africa,Sub-Saharan Africa,Nigeria,0
2021,3,March,Africa,Sub-Saharan Africa,South Africa,23
2021,3,March,Africa,Sub-Saharan Africa,Others,3
2021,3,March,Asia & Pacific,North East Asia,China,223
2021,3,March,Asia & Pacific,North East Asia,Japan,12
2021,3,March,Asia & Pacific,North East Asia,South Korea,7
2021,3,March,Asia & Pacific,North East Asia,Taiwan,3
2021,3,March,Asia & Pacific,North East Asia,Others,0
2021,3,March,Asia & Pacific,South East Asia,Cambodia,1
2021,3,March,Asia & Pacific,South East Asia,Indonesia,3
2021,3,March,Asia & Pacific,South East Asia,Malaysia,3
2021,3,March,Asia & Pacific,South East Asia,Myanmar,1
2021,3,March,Asia & Pacific,South East Asia,Philippines,8
2021,3,March,Asia & Pacific,South East Asia,Singapore,4
2021,3,March,Asia & Pacific,South East Asia,Thailand,6
2021,3,March,Asia & Pacific,South East Asia,Vietnam,5
2021,3,March,Asia & Pacific,South East Asia,Others,0
2021,3,March,Asia & Pacific,Oceania,Australia,29
2021,3,March,Asia & Pacific,Oceania,New Zealand,7
2021,3,March,Asia & Pacific,Oceania,Others,0
2021,3,March,Asia & Pacific,South Asia,Afghanistan,1
2021,3,March,Asia & Pacific,South Asia,Bangladesh,3
2021,3,March,Asia & Pacific,South Asia,Bhutan,1
2021,3,March,Asia & Pacific,South Asia,India,183
2021,3,March,Asia & Pacific,South Asia,Iran,65
2021,3,March,Asia & Pacific,South Asia,Maldives,56
2021,3,March,Asia & Pacific,South Asia,Nepal,1
2021,3,March,Asia & Pacific,South Asia,Pakistan,17
2021,3,March,Europe,Northern Europe,Denmark,21
2021,3,March,Europe,Northern Europe,Finland,7
2021,3,March,Europe,Northern Europe,Norway,21
2021,3,March,Europe,Northern Europe,Sweden,22
2021,3,March,Europe,Northern Europe,United Kingdom,316
2021,3,March,Europe,Northern Europe,Others,16
2021,3,March,Europe,Western Europe,Austria,38
2021,3,March,Europe,Western Europe,Belgium,9
2021,3,March,Europe,Western Europe,France,72
2021,3,March,Europe,Western Europe,Germany,502
2021,3,March,Europe,Western Europe,Netherlands,35
2021,3,March,Europe,Western Europe,Switzerland,84
2021,3,March,Europe,Western Europe,Others,3
2021,3,March,Europe,Central / Eastern Europe,Belarus,23
2021,3,March,Europe,Central / Eastern Europe,Czech Republic,52
2021,3,March,Europe,Central / Eastern Europe,Estonia,8
2021,3,March,Europe,Central / Eastern Europe,Hungary,6
2021,3,March,Europe,Central / Eastern Europe,Kazakhstan,"1,514"
2021,3,March,Europe,Central / Eastern Europe,Lithuania,11
2021,3,March,Europe,Central / Eastern Europe,Poland,45
2021,3,March,Europe,Central / Eastern Europe,Romania,4
2021,3,March,Europe,Central / Eastern Europe,Russian Federation,197
2021,3,March,Europe,Central / Eastern Europe,Slovakia,26
2021,3,March,Europe,Central / Eastern Europe,Ukraine,287
2021,3,March,Europe,Central / Eastern Europe,Others,44
2021,3,March,Europe,Southern / Mediterranean Europe,Greece,3
2021,3,March,Europe,Southern / Mediterranean Europe,Italy,34
2021,3,March,Europe,Southern / Mediterranean Europe,Portugal,4
2021,3,March,Europe,Southern / Mediterranean Europe,Spain,6
2021,3,March,Europe,Southern / Mediterranean Europe,Turkey,15
2021,3,March,Europe,Southern / Mediterranean Europe,Israel,14
2021,3,March,Europe,Southern / Mediterranean Europe,Others,15
2021,3,March,Middle East,Middle East,Bahrain,8
2021,3,March,Middle East,Middle East,Egypt,9
2021,3,March,Middle East,Middle East,Iraq,3
2021,3,March,Middle East,Middle East,Jordan,4
2021,3,March,Middle East,Middle East,Kuwait,3
2021,3,March,Middle East,Middle East,Lebanon,48
2021,3,March,Middle East,Middle East,Oman,1
2021,3,March,Middle East,Middle East,Qatar,0
2021,3,March,Middle East,Middle East,Saudi Arabia,1
2021,3,March,Middle East,Middle East,United Arab Emirates,4
2021,3,March,Middle East,Middle East,Others,2
2020,3,March,Americas,North America,Canada,"1,444"
2020,3,March,Americas,North America,Mexico,30
2020,3,March,Americas,North America,United States,"1,545"
2020,3,March,Americas,Caribbean & Central America,Costa Rica,0
2020,3,March,Americas,Caribbean & Central America,Jamaica,0
2020,3,March,Americas,Caribbean & Central America,Others,22
2020,3,March,Americas,South America,Argentina,52
2020,3,March,Americas,South America,Brazil,71
2020,3,March,Americas,South America,Chile,26
2020,3,March,Americas,South America,Colombia,41
2020,3,March,Americas,South America,Others,42
2020,3,March,Africa,North Africa,Morocco,50
2020,3,March,Africa,North Africa,Sudan,36
2020,3,March,Africa,North Africa,Others,34
2020,3,March,Africa,Sub-Saharan Africa,Kenya,15
2020,3,March,Africa,Sub-Saharan Africa,Mauritius,19
2020,3,March,Africa,Sub-Saharan Africa,Nigeria,0
2020,3,March,Africa,Sub-Saharan Africa,South Africa,134
2020,3,March,Africa,Sub-Saharan Africa,Others,85
2020,3,March,Asia & Pacific,North East Asia,China,"1,688"
2020,3,March,Asia & Pacific,North East Asia,Japan,712
2020,3,March,Asia & Pacific,North East Asia,South Korea,87
2020,3,March,Asia & Pacific,North East Asia,Taiwan,109
2020,3,March,Asia & Pacific,North East Asia,Others,4
2020,3,March,Asia & Pacific,South East Asia,Cambodia,74
2020,3,March,Asia & Pacific,South East Asia,Indonesia,198
2020,3,March,Asia & Pacific,South East Asia,Malaysia,695
2020,3,March,Asia & Pacific,South East Asia,Myanmar,128
2020,3,March,Asia & Pacific,South East Asia,Philippines,"1,160"
2020,3,March,Asia & Pacific,South East Asia,Singapore,453
2020,3,March,Asia & Pacific,South East Asia,Thailand,217
2020,3,March,Asia & Pacific,South East Asia,Vietnam,97
2020,3,March,Asia & Pacific,South East Asia,Others,6
2020,3,March,Asia & Pacific,Oceania,Australia,"2,590"
2020,3,March,Asia & Pacific,Oceania,New Zealand,302
2020,3,March,Asia & Pacific,Oceania,Others,3
2020,3,March,Asia & Pacific,South Asia,Afghanistan,17
2020,3,March,Asia & Pacific,South Asia,Bangladesh,212
2020,3,March,Asia & Pacific,South Asia,Bhutan,2
2020,3,March,Asia & Pacific,South Asia,India,"12,600"
2020,3,March,Asia & Pacific,South Asia,Iran,25
2020,3,March,Asia & Pacific,South Asia,Maldives,"2,183"
2020,3,March,Asia & Pacific,South Asia,Nepal,235
2020,3,March,Asia & Pacific,South Asia,Pakistan,502
2020,3,March,Europe,Northern Europe,Denmark,506
2020,3,March,Europe,Northern Europe,Finland,275
2020,3,March,Europe,Northern Europe,Norway,336
2020,3,March,Europe,Northern Europe,Sweden,723
2020,3,March,Europe,Northern Europe,United Kingdom,"7,969"
2020,3,March,Europe,Northern Europe,Others,290
2020,3,March,Europe,Western Europe,Austria,602
2020,3,March,Europe,Western Europe,Belgium,628
2020,3,March,Europe,Western Europe,France,"4,056"
2020,3,March,Europe,Western Europe,Germany,"6,608"
2020,3,March,Europe,Western Europe,Netherlands,"1,355"
2020,3,March,Europe,Western Europe,Switzerland,957
2020,3,March,Europe,Western Europe,Others,29
2020,3,March,Europe,Central / Eastern Europe,Belarus,438
2020,3,March,Europe,Central / Eastern Europe,Czech Republic,"1,280"
2020,3,March,Europe,Central / Eastern Europe,Estonia,140
2020,3,March,Europe,Central / Eastern Europe,Hungary,175
2020,3,March,Europe,Central / Eastern Europe,Kazakhstan,478
2020,3,March,Europe,Central / Eastern Europe,Lithuania,143
2020,3,March,Europe,Central / Eastern Europe,Poland,"1,638"
2020,3,March,Europe,Central / Eastern Europe,Romania,246
2020,3,March,Europe,Central / Eastern Europe,Russian Federation,"8,833"
2020,3,March,Europe,Central / Eastern Europe,Slovakia,244
2020,3,March,Europe,Central / Eastern Europe,Ukraine,"2,155"
2020,3,March,Europe,Central / Eastern Europe,Others,400
2020,3,March,Europe,Southern / Mediterranean Europe,Greece,357
2020,3,March,Europe,Southern / Mediterranean Europe,Italy,406
2020,3,March,Europe,Southern / Mediterranean Europe,Portugal,184
